Column1
3.215624229355556e-8
3.3142410951313136e-7
2.625795977228047e-8
3.9442150729993354e-8
1.11123458162018e-5
2.3454659832260247e-8
3.263615969003481e-7
4.357978091659697e-8
1.1679068085112844e-7
1.0427162257176156e-7
3.046096579538151e-6
6.6057469707993086e-9
3.4073872154831676e-6
1.0390766598548265e-7
8.970573737263916e-8
2.862221255427487e-6
9.867279174732345e-8
1.4380833225477084e-5
9.450732857079402e-8
2.5806797923481813e-7
4.811673504856662e-7
4.924177902590149e-9
2.4074689316134377e-6
1.3759015250767685e-7
5.844713672737415e-8
6.753320320585518e-8
4.407228047916618e-8
2.8259123274264796e-8
2.0250088594137598e-7
7.470920748397992e-8
5.8081466924114704e-8
7.337477394305254e-10
2.24010322395656e-8
2.186245368439187e-7
2.130153213400027e-7
2.285630696934512e-7
8.888491474558959e-8
8.653842825445067e-7
9.425673007191223e-8
1.780255260120217e-7
1.2642944288865991e-6
1.357330944430871e-5
1.0232493508250306e-7
6.479808430943548e-8
1.1349371235754042e-8
1.633783506040588e-7
7.814172721348163e-7
1.1193947190964586e-8
1.1158036854995731e-6
1.8415015898603977e-7
1.515918064386073e-8
3.6074125112280714e-6
5.528010706651137e-7
5.226981679429213e-7
2.0234075883450104e-7
1.2186669010081873e-8
3.7543245125478914e-8
9.197730699090998e-8
9.117848187827673e-6
6.611257278663701e-8
9.660743664725823e-8
6.156452701205187e-7
1.2718633306539412e-6
1.0079466513996347e-7
1.1863605081466783e-7
1.4120059761740935e-7
1.0070970126481313e-7
3.0888603340911336e-6
7.891289127502182e-10
3.9193467574591706e-9
1.2875183490677517e-8
3.0384564058074866e-8
2.0940272688419003e-7
1.287278789185571e-7
1.6277698579539656e-8
3.5430675808253435e-7
7.87162190723385e-9
1.2746386049029483e-7
5.639600962138482e-8
2.198364689268406e-8
9.672489505348887e-6
3.709473996587284e-7
1.8025354824603384e-7
1.4835047621986371e-7
4.927491955869383e-7
1.943629685678151e-7
4.887000334759522e-7
2.3563665017053024e-7
3.397480021118736e-7
1.8332645859113616e-6
1.7061469060732005e-6
4.432353771330259e-8
6.081529840455322e-8
3.2894971651606854e-8
2.539282703421937e-6
6.323257706960383e-8
2.3472029555979616e-6
2.911945674741492e-7
7.744451681204293e-7
8.387238956832793e-9
2.7652206037693273e-7
3.434232220722226e-7
1.6087438445438648e-6
2.990381974647302e-8
3.998550765260639e-8
1.885221387580252e-8
4.361388107715819e-7
3.583328806394608e-8
5.9513642609863673e-8
3.787132837471407e-6
2.284465792523446e-7
1.730891092159392e-7
5.712371580174506e-8
5.569573274166494e-9
4.775248169647377e-7
1.9663699611032358e-7
3.1771761829977227e-7
4.960761517372731e-9
2.736593564954964e-7
1.5107321657690147e-7
3.354963453712106e-8
1.0157603651463487e-8
2.5894299779033582e-8
9.492887122072737e-8
4.9661443044333866e-8
6.971196119084928e-9
9.232416009711025e-8
1.9565259924478096e-5
6.157976735163894e-6
9.700073720560276e-6
5.115848386717211e-6
5.3573628916901945e-6
3.3153830757717206e-8
7.201530584504308e-8
1.4036892321876046e-7
1.48724759549245e-7
1.837728229766015e-7
4.772012338515102e-7
1.6870774925304643e-6
1.9077247648409682e-8
2.1602559989769027e-8
4.613991402934378e-8
2.6840512307005644e-8
1.776994320726151e-6
1.0365221696025985e-7
1.250822885105539e-7
4.2896620003723426e-8
1.2649139681413707e-7
2.0505417531311774e-8
1.483374201034259e-8
1.4890937286221982e-7
7.457927963873797e-7
9.172864465423805e-8
1.292964532612328e-8
1.9565872422685456e-7
2.9577476869673652e-8
2.2031957663037643e-8
1.1196978249085962e-7
1.565613295426078e-8
3.1646199039116963e-9
3.006074976920859e-7
3.488459669586356e-8
3.826652635607003e-6
3.3460467494929236e-8
1.0654175086750023e-8
3.950910100043365e-8
6.682547964656272e-8
7.629274043294757e-8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
