Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159,Column160,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,Column170,Column171,Column172,Column173,Column174,Column175,Column176
13246.8310784,9130.8422543,7213.1910373,12109.9476115,7928.7251401,7712.0008329,10696.9403105,9440.1981709,5835.7197908,5782.0005858,14952.5194877,10214.8907163,14363.9228738,3475.2274602,13583.9235817,10183.8858878,3116.2663519,12976.7815239,16964.9523905,9749.0413241,19285.8469041,12347.6581324,7826.5813537,5817.8116579,12186.7556191,13801.4628908,9272.450912,1110.0354574,10569.5966634,18559.4381819,8453.763836,11161.1582255,7653.8901014,18552.8650892,9583.1381422,9881.1502583,7175.8320141,6095.6732744,16133.0535752,18278.2205383,11230.1935345,8476.5383939,8943.2537063,10880.1701093,13290.6664464,11539.5649315,14796.7934451,0.0,5769.8119113,3948.0552047,4780.7480227,7673.6024753,8814.3756355,13270.5647827,10409.2028434,13209.2743637,13145.5993717,9201.766376,5621.3418214,8066.1399489,4863.9596382,16993.4768035,13474.7627064,16557.1769037,6829.2631951,10620.2624163,13384.127542,15356.5679413,8548.3131683,4021.2729731,12277.6202786,13645.1353693,9879.8984557,19372.5778446,11605.8214341,14104.9142429,7902.8552648,11645.1387683,10433.9416234,1796.4084277,11954.0938991,9336.1561353,16084.7872537,8642.6297325,6749.7018574,10691.211198,6875.0729248,16560.9095776,11264.8096173,3387.7806325,14155.9500487,15586.7990704,15387.47824,7972.9333777,8574.9340389,10460.3485279,7981.6496071,7513.8251862,6965.2949549,12970.3393924,4524.2901474,3369.2673564,5811.934347,8277.7425169,15516.9842701,6897.7397592,15896.89737,3093.5654254,13839.7607266,7485.3083767,15536.7853235,14111.4482585,8636.9752812,2541.3831556,6376.6651173,6317.5107174,17921.9470236,4693.2199828,11356.5221266,11379.4105327,14407.0069651,12202.562414,11388.2232362,11227.597093,14325.4562085,12001.9928795,12269.7628974,7774.1467478,7789.2205794,7639.7122882,14602.4025825,2797.1550611,6316.2374383,11010.2468793,11377.1911369,11752.4269331,7313.5290741,4418.4103346,1871.8677006,13449.4241593,1748.4841751,12899.6985549,10209.4709237,11520.2920556,15578.0260353,5384.8319351,7804.1599586,8644.1145404,18902.053566,14208.2260982,11972.7841934,7775.7720041,3860.1466033,11579.5576631,9883.2941058,8610.815226,10785.8077066,11693.7856376,13076.4065787,11600.0629701,5137.051013,6986.9564962,6353.3132721,13384.5710709,7925.2996942,11148.5655915,14778.7695205,16647.7404789,12041.6597338,7639.6878109,8147.2401278,13644.020848,15589.6869218,11688.5798849,7541.0503315,11745.609995
8879.8732377,12720.7303268,11718.9610572,10332.3480487,9963.988066,2972.7829498,15431.867421,13378.9741944,11251.1383696,1252.50022,9895.5597965,15984.5705011,10147.3728876,8482.0003271,8592.9645288,4685.837386,8583.7718385,7539.5701753,12835.0104837,6225.0471441,14002.2134435,8275.5915333,12433.7158329,5037.3232532,7796.3004087,8924.3544287,11809.3004948,5841.529625,13060.291294,15196.5944101,2765.8618707,11929.4571411,10083.41314,15046.190537,6993.8265078,8907.5785639,3432.5817069,11628.0185519,17353.4805286,15523.2173574,6727.9261581,12761.2977624,5671.0580621,12577.5169823,13000.3484994,10099.3228035,16787.6907565,5769.8119113,0.0,6105.2650929,8106.2589337,12681.8654408,3951.7689007,8207.3071511,4770.0452752,7502.0195451,10805.4057148,6516.4777559,10332.0865481,5836.9570279,9595.6977732,14468.5095324,12318.8758256,13553.5636669,11262.8319719,12818.5897456,14643.2472918,16667.4297278,3170.2854766,7425.5966862,7575.856595,15012.7315982,6411.7137816,14909.3516885,8042.9106145,9949.020143,4543.4866721,7143.5817649,8981.3504305,6399.1735639,15175.9981869,11148.1974555,10391.9902018,11267.621633,6964.2143933,6169.9669057,3797.912234,13330.2766366,6119.8851094,2887.825295,13683.5167416,14230.0870733,18776.63671,11888.0102298,5955.6623186,16125.5969582,13112.1765642,11829.8783066,9180.2193972,10211.2075316,7336.5458058,3880.8928922,6009.3244696,7053.1039846,9946.0227882,11537.9771521,15539.7077862,8857.8726663,11267.0513162,13255.1066889,10285.5316248,13079.8443057,13517.8015877,7576.3512749,10940.3788762,12067.0432628,13428.5281382,3804.0613484,16451.1182178,6190.2314702,13469.7344514,13255.8846032,16311.6455359,5953.3781862,16283.6866417,7414.1039301,7779.2261606,4604.1079464,11059.5533418,12129.4826839,13213.2812672,7885.861482,9352.3236568,5989.0232417,14111.1022047,17143.4728666,8629.0031776,6706.3418678,4792.2330198,7694.1874551,6737.3378655,11206.9608392,7072.0570038,10656.2308227,11089.0662048,10131.030557,12229.143164,10276.1138234,13520.0120594,13962.7023247,16950.9202177,12321.4070606,1910.0172434,5915.1176273,6948.263726,14378.6501962,6190.618655,12822.8806565,18222.8391633,7187.4421703,7256.9956278,11955.6223748,7018.2971752,14141.8311958,12653.3426228,7030.6023856,18134.7012851,11340.7052079,11166.8140219,3462.2498964,11493.7391402,10957.6039845,14112.9129364,7459.2503573,11359.1708062,9915.6354356
14960.9953659,6741.1920817,5642.4372984,15683.7863791,4471.4215578,9031.354018,9328.7851272,7339.1322935,5792.4745108,6963.4793347,15534.6751504,10788.4390721,10754.5169975,7014.0226029,14468.9176881,8610.6747886,3975.9007825,13161.2339519,18186.262157,12113.256754,16740.7565617,14377.908604,6352.18075,2526.8640116,13898.1633958,14830.647474,13029.6533116,2856.0922991,7598.8436363,15069.3434536,8596.6976968,15091.7330601,4377.0829701,14954.3139215,12511.8382046,5937.8570049,9148.4169033,6280.8877524,13898.0653175,14998.3259188,12832.8239591,6657.7867139,11408.0519957,14678.4987577,17226.3188944,15190.0899608,16714.7844649,3948.0552047,6105.2650929,0.0,2006.4713643,6708.9794291,10055.5028753,10428.1854433,9076.2080837,12587.1484701,16549.1471657,5724.5102505,4425.2711558,11015.4066545,8328.3984439,19072.3132532,17376.1523056,12634.1255855,5189.6124591,7504.3730347,10197.7960909,17126.9978672,7246.6601831,1433.0449973,9311.2294845,16898.6773225,12292.0739612,16312.1247008,8093.698159,16023.9387094,5159.7018675,13245.744167,13977.7570623,5737.8883153,9546.1965487,13233.4434546,13618.5870587,5569.2518491,10452.312595,12274.8426835,4430.8898677,12619.6040761,12109.9975875,5659.0709118,10482.4359647,11873.9018711,14289.8532546,5802.4278761,11382.8608881,10397.5035988,7169.4975601,5728.1860449,3500.2233438,16096.4917262,8470.2797036,6396.9738689,2028.4235856,11692.3358169,14876.4967769,5501.1545746,18362.9962016,5110.4899125,17172.428474,8530.2653263,15633.5380178,10301.1023978,7456.0814271,2905.3257872,9693.1390171,7284.7991231,17811.124897,2540.5288887,10349.9927856,12153.8914995,10645.7758749,8774.3689819,13228.6023229,11885.1562906,16734.433736,13503.5083203,13872.7095607,4963.1087081,5080.8181984,6038.7239895,18542.9529216,6419.3399871,3331.7925222,12033.5081445,8622.6865165,11079.6865796,3513.6662965,657.1137346,5379.4767535,12487.1839783,2760.8114194,16588.2137698,12867.4282017,7592.1962722,11920.9905599,4269.8405708,6129.8351415,5079.8509965,15071.7082142,10606.5738424,10849.9122854,6233.4781274,4896.945167,10061.6497502,6382.9104589,9364.4765532,8049.7077649,15533.9619357,13994.0284017,13292.5110085,1391.0548969,6018.9572337,10125.1841825,10000.4148185,6588.0822739,13115.3982528,13069.1405018,16260.169654,15897.0324282,9377.8256508,11782.8965847,16880.340049,19425.5588849,13561.7314191,5272.537709,15261.1965244
16965.8679197,4851.0599179,3637.8706955,16851.9754504,3154.5370229,11009.1904252,7333.9681648,5398.878481,4088.6407981,8915.4725891,17225.6031804,8906.9798364,10989.0437348,6953.2059996,16384.2678102,10271.1877272,3200.011665,15007.9315938,18323.2615986,13979.6033804,16007.9956494,16364.7785796,4346.2258106,4061.1662345,15902.2793731,16751.3311345,12674.7434733,3732.3265679,5953.9678629,13904.4590747,10587.4273728,15016.2830347,2876.7027295,13841.013879,14179.3606505,5812.0395345,11033.2133721,4593.5097367,12185.6199337,13729.4116699,14833.4752924,4665.9823667,13227.8684855,14232.539928,16828.6536722,16263.6488381,14778.8819701,4780.7480227,8106.2589337,2006.4713643,9.5e-5,4731.2856563,12051.7893437,11326.0356854,10781.3789635,14253.2467538,17909.9244987,6585.3885922,2535.8174728,12639.7674124,8042.8388437,17395.8807005,17571.7490079,11882.9199005,3186.6332324,5937.4750274,8720.2995168,15144.0267649,9066.8150692,813.0947529,10239.0800763,15459.7693183,14149.6628897,15190.1229995,8677.0276554,18023.629677,6631.2655883,15249.5874043,15210.3999407,6362.0586697,7732.6251671,13183.7365166,14303.6257285,3936.5352333,11522.1957337,14271.3417572,6116.722935,11944.8891866,14101.1821422,7332.4679136,9376.0739524,10806.4577556,12366.03671,3838.798006,13078.7994332,8432.7931536,5196.9559766,3723.9055157,2217.0456642,17731.6521429,9061.3089987,7854.7808922,3156.1165215,13041.9155737,16189.4357713,3509.8552732,16370.4497466,4501.5918816,18593.3962824,6907.684366,17086.5244822,9370.5773286,5451.9210265,2598.9887203,9134.2567254,5756.1164639,17372.0874708,4500.9461939,8346.2228215,14138.5093453,9641.1433091,7439.125272,11531.4994173,13864.0510912,14912.033264,15509.9795913,15879.0782834,6420.1118077,3244.1530364,4032.2526272,18008.4011168,6515.8896016,1569.8370956,14035.8039509,6904.0709177,9073.2257004,2821.0837297,1467.434819,6558.2913566,14046.7972077,3086.5657843,17515.5422137,14660.0250287,7039.1166979,11989.1523167,2425.9782667,4124.5217011,3882.0543251,14548.0579136,9429.4262378,8855.0871377,4227.0556044,6787.5094685,11636.633777,7146.2441518,7594.8620442,9243.0249162,15073.5328563,12048.1389965,15292.450005,1309.9162568,4064.0788532,11108.025597,8644.5022061,4584.4966827,15086.0437294,11197.9549076,17200.9833305,16505.7409379,11310.0873412,11359.5564884,18423.5445795,17718.7295899,15551.1773346,3312.6113958,16514.0192239
18299.1221398,2522.7900423,1222.1066055,15108.6007383,4598.1570967,15309.8732234,3034.2167767,2275.5929862,1961.3707852,13223.1589795,17399.453897,4269.4816623,11975.8089836,7213.5772657,18773.9378296,14544.8917831,4560.2776809,18853.6318787,14548.4893972,16896.4677901,12926.6648131,18281.5342056,796.4724197,8638.9452306,18854.4732744,18465.1819858,10226.8419548,7132.5626989,4181.1225412,10935.4316338,15303.5874352,12216.446616,4160.7930836,10983.3925317,15993.1115921,7953.2033689,14843.9005729,1961.9172677,8475.4352744,10621.7586916,18701.3517183,1424.1976753,16193.1278825,11149.0378392,12909.7207826,14810.3986711,10048.6265315,7673.6024753,12681.8654408,6708.9794291,4731.2856563,0.0,16430.212584,13676.8092631,15098.5750429,17674.2480762,15460.1354595,10079.6173291,2349.7796221,14980.3994089,7336.8660103,12915.305348,13841.4388877,10392.0337864,1606.1221397,4477.4140432,6429.5711242,10420.3412256,13670.9362879,5307.637376,12983.8555248,10990.2376434,16929.0358642,11892.9060527,11159.6740095,17309.5822717,10937.5755397,18944.262242,14915.3115438,8258.5752973,4507.1324691,11124.1614567,14787.8326654,3705.3804827,12599.5260435,18285.9535367,10681.3763134,10595.8918824,18801.1956777,11030.7651783,7899.4471366,8962.4049734,8076.9328208,1949.991483,15532.766528,3702.375786,469.2402593,1401.3828427,4706.4967709,16096.2765815,9879.1772954,10971.4096383,7620.719979,14292.8802991,16735.1413661,1233.0364274,11654.3673432,5031.3201564,15395.9635719,3206.7678092,16861.1820516,8334.3201613,964.1599353,5301.9988457,7403.0124326,2871.9662215,13858.1325719,9231.1676957,3844.2289967,18860.1795641,8329.0537753,6042.1050107,7071.3285562,18593.8961469,10221.0807322,19193.34196,19020.1241119,10729.4852146,2957.4652221,1049.0557266,13529.4731177,7307.7723806,3966.2219824,18639.4271426,4375.8927867,4463.3777979,5701.2549371,6198.2516304,9429.8683675,17168.9537715,6189.3406521,14738.688693,16772.4134363,7805.0099059,12218.687297,2553.6062768,1128.63041,4965.4067172,12466.6004794,7752.8433913,4434.6758708,915.4673277,11049.6406406,15541.583828,10357.7229962,3298.4826955,12758.3662087,11704.4735608,7319.629444,18804.1981691,5865.7127859,731.1912635,12115.500851,6739.4499724,581.2917743,18236.9302164,7171.338847,15743.4908236,14004.2355051,15312.6475359,9190.1211126,15655.648995,12990.0565656,18567.0118394,2210.2115577,15260.4050983
4961.7526545,16562.5836313,15626.2895478,6692.8213413,13648.1381212,1120.3459917,19383.4738433,17264.8821575,14648.5685657,3224.447399,6244.8681227,17031.2718915,9771.5769409,10107.7267609,4868.7652702,4700.2176152,11924.0568607,4185.671467,9038.1535755,2587.6105303,10701.3647744,4323.8301738,16338.1995623,8734.1982842,3857.7001649,5155.4571573,10015.9233634,9298.4685646,16288.8432075,12593.8763136,2045.9077625,9002.0791635,13865.036188,12520.5013922,3698.0178338,11473.9228696,1847.2824133,14870.4231881,15127.2171133,12924.0138205,2783.5102011,16712.9234354,2404.0058955,9955.4070298,9388.2032079,6620.4508298,12982.7658817,8814.3756355,3951.7689007,10055.5028753,12051.7893437,16430.212584,0.0,7592.9939842,4301.2812429,4720.7441244,6965.1909049,8853.7557844,14137.5495178,3350.6870431,10575.4405796,10568.3595649,8578.7786545,12478.0678923,15172.0034251,15946.0019692,15957.9513445,12759.699337,4439.406892,11346.9915017,7659.9046335,11495.4749792,2761.2402138,11730.7767003,9094.4585838,6027.2001932,7219.7480859,3206.8196531,5746.1493429,8540.3746048,17880.7906378,9100.7766316,8117.6983902,14965.1356634,5702.1361539,2219.7717598,6976.8948607,12238.750102,2451.2622412,5429.8246894,14345.7863173,13817.1399076,15542.7964111,15833.3637508,3075.0359449,18067.8622346,16784.4090375,15769.4494698,12999.4074402,6336.8027293,7769.1873099,5654.7725866,9769.3222569,4666.0632113,6721.9690749,15406.5003646,11593.751207,11698.3197526,7359.7513375,15399.9479374,6762.2489238,13723.9924172,17360.8384714,11128.6424502,11265.8889376,14700.5892945,9777.9072568,7704.7324666,19560.4359825,2565.1151494,13928.6450072,15370.6935286,14680.4460482,2428.4710861,12609.1667095,3499.8164258,3854.9767004,7381.2610063,14949.7600969,16050.7146771,9333.807045,9781.0067322,13284.9306022,2214.9460332,17068.9974346,18761.8363987,12285.3015166,10657.6115258,7162.8044063,5138.3830508,10241.7110735,7473.4596534,3449.194808,12652.0753684,10103.5631209,13916.9137551,16163.0618622,13766.2817794,10949.4853962,14595.6694297,19167.3960992,16236.6898666,5407.7393138,4837.121029,8942.3761127,16324.7834501,6971.7103816,9816.7877401,15468.5220813,3241.2649619,11188.160803,15706.3493581,6061.8123138,15438.1809701,16529.8395342,3090.1360776,16464.6051404,7880.0339724,7698.8223365,1297.4945049,10457.4997241,7051.5439078,10170.9837809,3507.4820034,15306.3254034,6323.4226001
7433.3928252,11189.1797372,12796.8314482,10856.3155073,9460.5652955,8140.7274868,12442.1284119,11612.6928811,14818.1955439,8905.6641072,6167.5559929,15212.289094,2199.1711641,16606.9410198,6275.2094188,3559.1679324,14358.2501459,5202.5375406,7783.2294856,9101.9912614,6968.2486893,7979.0672312,12897.0724236,7943.4385851,7505.5336117,6499.6676885,15898.9198093,12644.1221628,9670.0550667,7145.378307,6370.095442,13576.8165011,9944.6676741,6975.3566237,10242.7199531,5969.3413017,9269.6732104,15216.3934202,9175.9183252,7433.7645919,7478.66434,12274.0497565,9516.3978038,14489.2983941,11914.9336685,11316.2140762,11982.1839922,13270.5647827,8207.3071511,10428.1854433,11326.0356854,13676.8092631,7592.9939842,0.0,3637.8329259,4003.1980889,10071.3848374,4777.2102057,13228.2861542,10738.8925769,17801.3673446,9121.731115,11149.9833716,5428.0288908,12709.846826,9330.4698185,8365.2212877,11412.7714527,5047.5147601,11472.1843189,1118.0679274,12716.1888879,9152.4075159,7402.2896191,2737.5703706,7712.0925089,5466.1661123,7405.6891946,11461.0337048,14497.8063875,10361.7290419,15123.3014874,3195.3316568,10038.245539,13236.20037,7558.6833326,6443.0902797,5189.43543,6306.5318198,11093.718277,6755.3789977,6470.0541731,10571.938746,11794.3806356,10290.2890954,14322.4196636,13885.113373,12453.8904852,9818.9807937,9628.6359955,15207.7640956,12046.1705183,8457.5226525,11828.5354351,4898.1379081,13058.4165466,10626.8377345,15537.7885771,9706.9417917,16751.8920594,5815.4820599,6131.3045521,13243.3824976,13333.3159137,18854.8688733,16457.7599645,7479.2444552,8684.1963204,12717.3372512,6180.2221041,6345.2193881,8037.9082127,15333.4403617,6031.5762484,12385.9556402,7204.0664263,7330.3675493,5627.0364098,10942.7047986,12722.1310899,10614.9966122,15946.7156122,10831.0068344,6624.288861,9880.9053549,12970.7917827,8835.5635789,10405.9755473,12938.8996642,3514.6450599,13045.2296426,10791.1527976,9518.8340999,5875.4644733,2894.9130483,13286.2706978,12594.050317,8904.5290191,5705.1279428,7011.9069318,12305.4234496,12798.6423651,9907.654434,2775.1904094,4183.1521556,16121.7161052,2505.044724,13669.7895646,13463.03809,7556.8257709,10098.2341969,13679.4099996,13635.0089189,7853.8423207,13096.190931,8079.4824597,10323.0786561,5958.6512458,11792.4855305,8749.863861,17123.3248709,9614.0130359,10219.6975838,7828.7492196,11707.0154635,10860.7530155
6623.0274625,13257.0316622,13883.6803814,9802.2046944,10571.9219376,4604.017003,15509.253228,13907.2703821,14846.244398,5299.9822931,6487.5377015,18736.8596554,5801.6055962,13224.4390771,5685.4194025,554.3953016,12740.7290355,4265.7199962,9233.1960143,6475.8649859,9532.954922,6647.3498213,14381.0188899,6721.0263858,6033.8507049,6043.8307382,14187.9307395,10193.8000814,12245.2839585,10428.1270453,2750.7170271,12627.9397193,10976.7423245,10276.3358122,7703.1765477,7528.9833329,5755.0183539,15344.7508164,12721.0036235,10753.2544645,5418.1769307,14103.5660758,6593.9624081,13691.8963257,12043.6959916,10002.2279052,14176.4244976,10409.2028434,4770.0452752,9076.2080837,10781.3789635,15098.5750429,4301.2812429,3637.8329259,0.0,3512.3180831,9514.9737935,5102.5995213,13300.4930486,7648.1596517,14208.5041905,10946.1034092,11110.7019866,9049.4196264,13548.9844219,11882.0058693,11766.9121415,13650.6539194,1931.5946475,10476.9743935,3415.1208764,13822.1226133,6596.5818475,10291.6031181,4803.7383704,7450.4385783,4209.7238239,5589.4385779,9529.9571863,11165.1368569,13580.590435,13245.5971506,5679.9137785,11671.1350915,9962.3253197,5192.5384519,4676.8542448,8807.4541137,4129.6153561,7619.8585254,10225.7708559,10098.6057655,14020.0126485,13271.0373923,7328.6390062,17704.0753877,15527.5925153,13709.7446349,10392.2477118,8879.556363,11581.1959423,8472.3249176,7655.0316711,8938.4980687,5880.9561913,13951.4691339,12503.6473756,13390.4011868,9525.909676,17594.4276139,6562.725458,9574.1273579,15276.7765689,11600.0239193,15309.1825556,16320.7383948,9423.7550597,6645.9521717,16111.016078,4067.8622603,9847.868892,11071.8153298,17757.0730483,3796.774275,14262.4243885,5592.2076987,5897.1871794,4421.7382717,12209.1833804,14075.610711,11239.5468128,12649.6762407,11177.9779442,4319.4733194,12827.2957577,16529.2206486,9400.9550539,9394.9220514,9556.1246231,3439.137648,10934.0202545,10236.9151399,7179.0557574,8404.6501959,6501.7408201,13206.6929416,14041.6877332,10344.0713684,8774.4087822,10501.1053967,15816.4555529,14243.4734893,6629.9513148,1170.4100627,4960.4223704,18353.7281614,2719.6629179,13236.4936107,16563.3237752,5728.6540901,9500.1443557,14632.828892,10278.3464357,11218.4914395,14657.0544324,6045.6362836,13939.5758324,7347.918854,10919.2303799,5276.484858,14755.9806476,9288.2527353,11465.4169442,6082.9392677,12914.3804477,9581.6326935
3571.3660973,15161.3647826,16753.571891,7035.9740543,13310.9734931,5703.7507088,15637.0853624,15502.2457116,18341.8147588,7445.7403781,2985.1140545,16498.8526584,5745.9123878,14769.9081733,2444.2174155,3996.3733792,16052.6353001,1200.5101027,5757.737651,5320.0303868,6500.9011229,3996.5498453,16900.0887208,10210.570605,3503.2259841,2752.7436127,12061.8725051,13331.772794,13552.4095847,8031.6557757,4763.1912036,9910.8394495,13783.7841753,7929.6701864,6352.0350003,9844.3080169,6561.7277398,18846.3905353,10600.3014515,8373.9686428,3566.3927128,16257.2346466,5900.6708877,10946.8127471,8776.338422,7424.724337,10703.8080769,13209.2743637,7502.0195451,12587.1484701,14253.2467538,17674.2480762,4720.7441244,4003.1980889,3512.3180831,0.0,6440.931153,8000.7717098,16709.756916,7160.9088602,14930.3711304,7492.1442068,7867.9044636,7814.9357926,16587.8023257,13236.4020056,11635.890725,10203.6653463,5366.9740226,13988.4862778,4762.5641151,10360.7918102,5329.5923164,7439.34126,6592.1100603,4145.7277771,7623.2661862,3431.8876059,7461.1313404,13244.7885304,13687.6246116,11200.0036004,3398.6717554,14026.5460307,9644.677636,3774.8288094,8183.4729584,7584.3369782,2600.521392,9903.1058614,10058.4311666,9212.093599,11475.4321313,15789.7705871,6637.9219466,16404.8571807,17826.8695647,16433.7033671,13452.0589457,5886.7844659,12226.0893689,10332.2093809,11099.4687895,8024.3934956,2484.0977652,16971.7209515,9019.3493423,16282.0642646,6276.398564,18909.0291272,3062.8519488,9547.9547094,17105.0212832,14963.9743215,14995.0820669,19411.4909978,6072.7455051,10125.1210103,15333.5639474,2459.4156345,9620.4435274,11757.9412404,14248.7541201,2433.731445,10752.9291947,3207.0551814,3328.344726,7834.8995016,14884.4793116,16719.4425045,7800.9859001,14495.4441698,14382.6880101,2939.3111508,13534.3391998,15080.0196526,12423.9554223,12899.8956298,11785.0192137,516.0699986,14191.3544318,7191.4559403,5590.5254628,9869.9171689,5659.0037457,16655.1323404,16595.8679819,12834.8340883,6322.7216938,10248.422954,14734.9555363,16801.4902479,9386.7615029,2624.3577805,7605.9323128,18077.7564839,5243.9968763,10270.5992979,13285.8896533,3579.7989515,12951.3927965,17639.3237437,10111.4101062,11235.810269,17092.9779013,4126.312602,11985.3944914,3946.4261928,8081.0327578,6016.2916099,13169.8030135,6091.7397117,7954.4056759,3833.5240822,15656.6610852,6965.9361044
2921.0151891,16535.10146,16675.6809783,1064.1124281,18997.2475606,7839.0169496,13706.8729747,15844.4617443,15131.1946008,9767.7552713,3916.040792,11265.5236846,10869.3337613,11105.9112974,3998.3653955,10067.9835582,14951.0686098,5370.7365185,3838.8808738,4588.3626447,6142.4547857,2929.1886643,16142.6261654,15686.6183809,3541.7619977,3692.934925,5830.2152253,14217.8858801,15923.2588807,8196.9713905,8803.908771,3521.1429463,19143.9086791,8274.2773323,4045.7831158,15981.395375,7511.2821764,14674.1192455,9627.531411,8341.8797562,4414.8870088,16209.1420344,5220.0237123,4519.2844312,2578.6687712,1657.6660174,6026.6504826,13145.5993717,10805.4057148,16549.1471657,17909.9244987,15460.1354595,6965.1909049,10071.3848374,9514.9737935,6440.931153,0.0,14435.2418645,16771.9261174,5533.7591415,10158.8287251,4387.3409429,1669.1314509,10281.572987,16984.0472525,16019.9694109,13292.5291155,5863.2265244,10843.4289383,17165.5121902,11052.4135847,4622.969482,4402.4659731,6904.8861438,12808.9549172,2365.6072914,13657.6284592,4100.8820142,2713.4037231,11548.8461888,13920.2650014,5134.4619257,7459.3250868,17935.9858193,6396.3331935,4875.9027032,13775.6714957,10216.5955726,5535.3095256,10892.5182719,12770.9406177,11340.0094994,9130.6023382,17136.2350381,5175.4885705,12024.2050622,15020.909673,16832.5486631,19889.9516326,659.6236608,8865.4426774,10216.5844608,16729.7744893,4940.6823711,5253.8483794,16579.5157182,4814.7513157,13680.159112,694.7187595,12511.1818041,4357.5711285,12793.758664,15112.2451822,15348.6662666,9293.8367513,13391.1594807,4779.9684746,14608.7662524,12632.0912559,5556.9821845,12518.1769571,14655.8158483,8422.1732163,5846.6620094,5648.5190007,3996.121287,3655.4189957,13862.0123541,18145.4101432,16462.8476638,2411.3285388,11479.4903886,19161.7991641,5460.3428825,14886.6296256,11831.7517723,18864.8037776,17202.9574015,11414.3519085,6807.2713231,14823.7152635,750.5411472,3767.4856486,15045.6934144,9988.4127713,16715.415877,16469.0262935,18281.7834941,7614.6253511,12702.7159354,12252.7478173,16282.0776716,11706.4099097,8965.9482937,14039.4634908,12179.6350871,11682.7757744,3833.6192272,8561.6492121,3993.181549,17926.1551437,15884.2952808,6803.9597517,13433.1028422,15863.5847188,3927.9258622,10392.2269875,4680.0030166,1723.7705301,7365.9358418,7101.9483467,544.7108509,3421.5597071,3647.0267162,17590.6764705,1400.0803897
