Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74
18.0,32.0,0.0,5.0,0.0,1.0,5.0,12.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,30.0,7.0,1.0,1.0,3.0,2.0,0.0,1.0,14.0,5.0,1.0,26.0,0.0,0.0,1.0,0.0,0.0,7.0,29.0,1.0,57.0,9.0,1.0,1.0,38.0,32.0,36.0,0.0,1.0,20.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875.0,16.0,6.0,194.0,0.0,0.0,199.0,190.0,0.0,4.0,14.0,3.0,16.0,92.0,136.0,305.0,53.0,5.0,29.0,47.0,2.0,1.0,79.0,270.0,28.0,12.0,149.0,9.0,33.0,5.0,0.0,43.0,60.0,1125.0,19.0,1094.0,199.0,17.0,14.0,487.0,509.0,388.0,33.0,48.0,50.0,1.0,2.0,0.0,0.0,0.0,12.0,1.0,0.0,3.0,45.0,12.0,9.0,2.0,3.0,190.0,6.0,20.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188.0,363.0,0.0,1160.0,963.0,21.0,5.0,119.0,0.0,252.0,17.0,1.0,0.0,119.0,39.0,246.0,4.0,2.0,5.0,2.0,4.0,0.0,0.0,90.0,76.0,41.0,38.0,11.0,26.0,2.0,0.0,7.0,44.0,505.0,18.0,3677.0,255.0,253.0,17.0,286.0,108.0,199.0,26.0,8.0,114.0,0.0,0.0,15.0,151.0,3.0,0.0,1.0,21.0,179.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,46.0,50.0,1.0,0.0,0.0,0.0,0.0,981.0,82.0,0.0,0.0,0.0,0.0
42.0,2408.0,4.0,189.0,0.0,1.0,1.0,275.0,0.0,4.0,3.0,20.0,0.0,42.0,0.0,565.0,64.0,0.0,159.0,5.0,23.0,0.0,2.0,138.0,73.0,0.0,28.0,0.0,21.0,0.0,0.0,11.0,21.0,52.0,515.0,2644.0,472.0,75.0,3.0,565.0,397.0,200.0,21.0,11.0,627.0,0.0,0.0,383.0,52.0,35.0,70.0,0.0,66.0,16.0,0.0,2.0,3.0,0.0,12.0,99.0,0.0,2.0,83.0,13.0,7.0,8.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0
503.0,531.0,11.0,935.0,88.0,0.0,142.0,213.0,4.0,191.0,45.0,0.0,0.0,217.0,829.0,1361.0,2.0,0.0,1090.0,8.0,150.0,1.0,2.0,203.0,93.0,31.0,73.0,67.0,26.0,0.0,0.0,7.0,9.0,340.0,87.0,2695.0,3480.0,478.0,45.0,2382.0,2498.0,297.0,26.0,8.0,342.0,0.0,0.0,2175.0,289.0,539.0,283.0,5.0,14.0,161.0,192.0,0.0,0.0,1043.0,24.0,33.0,55.0,144.0,41.0,14.0,0.0,0.0,0.0,0.0,627.0,334.0,195.0,195.0,0.0,0.0
2989.0,445.0,16.0,667.0,0.0,17.0,2501.0,1136.0,28.0,340.0,181.0,48.0,25.0,895.0,654.0,2850.0,1528.0,45.0,532.0,751.0,174.0,9.0,311.0,1156.0,1064.0,34.0,1290.0,2.0,30.0,95.0,344.0,192.0,455.0,6606.0,179.0,4200.0,2586.0,426.0,181.0,3816.0,4773.0,3193.0,30.0,631.0,792.0,40.0,26.0,13.0,49.0,7.0,33.0,53.0,33.0,101.0,312.0,180.0,71.0,15.0,6.0,802.0,169.0,159.0,5.0,158.0,2.0,120.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
26.0,34.0,0.0,126.0,11.0,0.0,1.0,22.0,16.0,36.0,0.0,0.0,0.0,54.0,0.0,86.0,25.0,0.0,116.0,0.0,14.0,0.0,0.0,17.0,55.0,24.0,7.0,33.0,15.0,0.0,0.0,4.0,2.0,62.0,30.0,238.0,1046.0,39.0,0.0,86.0,214.0,136.0,15.0,4.0,36.0,0.0,0.0,563.0,0.0,143.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,34.0,0.0,17.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,340.0,0.0,0.0,0.0,0.0
119.0,139.0,0.0,211.0,520.0,416.0,42.0,133.0,1.0,51.0,0.0,0.0,0.0,40.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,91.0,98.0,43.0,5.0,6.0,27.0,1.0,0.0,4.0,3.0,265.0,60.0,2088.0,709.0,112.0,0.0,99.0,109.0,154.0,27.0,5.0,61.0,0.0,0.0,225.0,75.0,23.0,61.0,0.0,0.0,160.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,344.0,0.0,0.0,0.0,0.0
1845.0,156.0,13.0,371.0,0.0,35.0,1089.0,789.0,3.0,39.0,26.0,7.0,31.0,128.0,177.0,831.0,101.0,2.0,166.0,196.0,51.0,0.0,91.0,395.0,420.0,7.0,643.0,4.0,17.0,22.0,1.0,60.0,176.0,2046.0,11.0,2473.0,1105.0,74.0,26.0,1264.0,1126.0,1510.0,17.0,83.0,220.0,4.0,49.0,1.0,14.0,1.0,29.0,6.0,1.0,13.0,255.0,112.0,1.0,12.0,0.0,435.0,58.0,65.0,0.0,36.0,31.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87783.0,108321.0,208.0,9391.0,829.0,369.0,57384.0,8617.0,330.0,934.0,3494.0,445.0,1.0,9941.0,43122.0,426850.0,21201.0,4481.0,10061.0,29391.0,1351.0,151.0,8956.0,49597.0,7089.0,4337.0,18284.0,1635.0,4771.0,149.0,0.0,2626.0,25999.0,45252.0,22226.0,209038.0,95208.0,1838.0,3494.0,489299.0,130129.0,84591.0,4771.0,2775.0,47754.0,122.0,160.0,2645.0,33623.0,1556.0,66.0,838.0,5072.0,5355.0,19327.0,1722.0,3218.0,0.0,199.0,53247.0,4675.0,431.0,1792.0,5331.0,1028.0,12270.0,941.0,13086.0,1855.0,0.0,0.0,0.0,0.0,0.0
1439.0,1354.0,58.0,1457.0,0.0,3.0,1616.0,1603.0,2.0,73.0,8.0,109.0,1.0,719.0,704.0,913.0,366.0,653.0,510.0,109.0,480.0,0.0,65.0,2164.0,790.0,10.0,1332.0,7.0,140.0,21.0,1.0,51.0,521.0,5242.0,152.0,4321.0,3825.0,309.0,8.0,2042.0,7032.0,2454.0,140.0,72.0,301.0,0.0,10.0,1858.0,0.0,72.0,155.0,81.0,43.0,13.0,425.0,118.0,1.0,2566.0,0.0,314.0,6.0,126.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,279.0,0.0,35.0,0.0,35.0
178.0,73.0,18.0,16.0,0.0,0.0,9.0,77.0,0.0,0.0,0.0,4.0,0.0,42.0,19.0,139.0,13.0,1.0,94.0,3.0,5.0,0.0,2.0,84.0,19.0,2.0,58.0,41.0,11.0,0.0,0.0,0.0,3.0,48.0,36.0,286.0,1182.0,15.0,0.0,167.0,290.0,131.0,11.0,1.0,118.0,0.0,1.0,1100.0,8.0,51.0,9.0,6.0,0.0,13.0,8.0,6.0,5.0,78.0,0.0,11.0,35.0,41.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,5.0,0.0,0.0
192.0,223.0,15.0,52.0,0.0,0.0,75.0,234.0,1.0,2.0,4.0,6.0,1.0,70.0,112.0,93.0,143.0,0.0,2.0,41.0,142.0,0.0,13.0,179.0,74.0,0.0,119.0,0.0,9.0,6.0,0.0,19.0,51.0,893.0,29.0,489.0,122.0,52.0,4.0,242.0,650.0,244.0,9.0,25.0,63.0,0.0,7.0,22.0,0.0,20.0,49.0,0.0,8.0,3.0,37.0,32.0,20.0,78.0,0.0,50.0,3.0,20.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
457.0,11.0,3.0,42.0,0.0,3.0,182.0,144.0,3.0,1.0,13.0,1.0,32.0,57.0,70.0,240.0,71.0,1.0,51.0,112.0,4.0,0.0,121.0,88.0,53.0,7.0,37.0,4.0,9.0,5.0,0.0,36.0,36.0,991.0,6.0,521.0,182.0,3.0,13.0,345.0,464.0,284.0,9.0,41.0,81.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,36.0,12.0,3.0,0.0,1.0,184.0,16.0,41.0,5.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615.0,763.0,0.0,318.0,0.0,1.0,107.0,596.0,1.0,64.0,0.0,58.0,1.0,84.0,614.0,909.0,79.0,2.0,134.0,4.0,75.0,0.0,2.0,724.0,72.0,14.0,227.0,71.0,22.0,3.0,0.0,8.0,111.0,1126.0,27.0,1696.0,1120.0,239.0,0.0,1637.0,1561.0,608.0,22.0,11.0,63.0,0.0,0.0,285.0,310.0,140.0,175.0,0.0,71.0,2.0,115.0,5.0,33.0,503.0,0.0,223.0,10.0,13.0,4.0,5.0,1.0,3.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0
95.0,6.0,0.0,4.0,0.0,0.0,34.0,30.0,1.0,2.0,4.0,1.0,3.0,20.0,20.0,81.0,21.0,0.0,9.0,10.0,1.0,1.0,3.0,20.0,7.0,6.0,28.0,2.0,3.0,1.0,0.0,0.0,10.0,129.0,7.0,106.0,36.0,4.0,4.0,110.0,74.0,86.0,3.0,1.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,10.0,6.0,3.0,0.0,0.0,44.0,5.0,5.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992.0,51.0,2.0,0.0,0.0,5.0,808.0,378.0,9.0,7.0,20.0,7.0,8.0,244.0,140.0,543.0,169.0,3.0,82.0,135.0,15.0,0.0,63.0,185.0,87.0,4.0,204.0,43.0,33.0,55.0,43.0,41.0,125.0,2089.0,32.0,1205.0,808.0,21.0,20.0,772.0,702.0,779.0,33.0,140.0,92.0,129.0,25.0,0.0,0.0,0.0,2.0,12.0,9.0,6.0,90.0,29.0,14.0,7.0,3.0,441.0,22.0,29.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551.0,28.0,0.0,26.0,0.0,0.0,352.0,237.0,4.0,1.0,30.0,10.0,3.0,52.0,98.0,447.0,247.0,2.0,80.0,137.0,22.0,3.0,48.0,127.0,160.0,5.0,150.0,5.0,38.0,10.0,51.0,43.0,86.0,1558.0,4.0,738.0,352.0,6.0,30.0,592.0,683.0,460.0,38.0,125.0,130.0,79.0,53.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,47.0,11.0,7.0,1.0,1.0,140.0,28.0,60.0,0.0,30.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,38.0,0.0,1.0,0.0,0.0,15.0,29.0,0.0,1.0,0.0,0.0,0.0,12.0,8.0,38.0,3.0,0.0,4.0,0.0,0.0,1.0,2.0,25.0,9.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,52.0,0.0,146.0,15.0,11.0,0.0,60.0,39.0,16.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,10.0,0.0,0.0,7.0,26.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
315.0,546.0,0.0,38.0,0.0,1.0,63.0,354.0,4.0,38.0,1.0,159.0,1.0,183.0,226.0,236.0,139.0,0.0,663.0,14.0,433.0,0.0,9.0,917.0,103.0,2.0,287.0,0.0,21.0,3.0,0.0,14.0,75.0,767.0,4.0,901.0,306.0,121.0,1.0,514.0,2716.0,491.0,21.0,16.0,84.0,0.0,0.0,158.0,36.0,25.0,82.0,1.0,0.0,0.0,52.0,17.0,10.0,515.0,0.0,99.0,33.0,32.0,5.0,6.0,1.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
