Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159,Column160,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168
8879.7340133,12720.5308829,11718.7773197,10332.1860514,9963.8318441,2972.7363406,15431.6254701,13378.7644301,11250.9619669,1252.4805824,9895.4046475,15984.3198846,10147.2137905,8481.8673408,8592.8298027,4685.7639184,8583.6372565,7539.451965,12834.8092481,6224.9495437,14001.9939077,8275.4617832,12433.520889,5037.2442748,7796.1781732,8924.2145068,11809.1153409,5841.4380377,13060.0865263,15196.356148,2765.8185057,11929.2701033,10083.2550457,15045.9546331,6993.7168541,8907.4389051,3432.5278886,11627.8362402,17353.2084494,15522.9739743,6727.8206733,12761.0976825,5670.9691475,12577.3197839,13000.1446715,10099.1644598,16787.4275482,5769.7214484,0.0,6105.1693706,8106.1318385,12681.6666063,3951.7069423,8207.1784716,4769.9704874,7501.9019235,10805.2363006,6516.3755864,10331.924555,5836.8655123,9595.5473256,14468.2826857,12318.6826822,13553.3511654,11262.6553859,12818.3887675,14643.0177055,16667.168405,3170.2357708,7425.4802629,7575.7378158,15012.4962188,6411.6132546,14909.11793,8042.7845125,9948.8641558,4543.4154364,7143.4697632,8981.209615,6399.0732335,15175.7602477,11148.0226668,10391.8272694,11267.4449719,6964.1052038,6169.8701689,3797.8526878,13330.0676359,6119.7891578,2887.7800178,13683.3022026,14229.8639647,18776.3423177,11887.8238418,5955.5689419,16125.3441306,13111.9709829,11829.69283,9180.0754637,10211.0474337,7336.4307787,3880.832045,6009.2302515,7052.9934015,9945.866848,11537.7962522,15539.4641446,8857.7337868,11266.874664,13254.8988668,10285.3703615,13079.6392314,13517.5896468,7576.232488,10940.2073458,12066.8540678,13428.317597,3804.0017059,16450.8602865,6190.1344157,13469.5232642,13255.6767688,16311.3897913,5953.2848453,16283.4313355,7413.9876869,7779.1041929,4604.0357602,11059.379943,12129.29251,13213.0741008,7885.7378423,9352.177025,5988.9293419,14110.8809616,17143.2040801,8628.8678865,6706.2367214,4792.157884,7694.0668207,6737.2322331,11206.7851292,7071.9461235,10656.0637474,11088.8923432,10130.8717161,12228.9514275,10275.9527078,13519.8000838,13962.4834084,16950.6544502,12321.2138776,1909.987297,5915.0248863,6948.1547866,14378.4247584,6190.5215944,12822.6796111,18222.5534538,7187.3294809,7256.8818479,11955.4349267,7018.1871377,14141.6094709,12653.1442354,7030.4921552,18134.4169574,11340.5274009
14960.7607977,6741.0863889,5642.3488326,15683.5404785,4471.3514519,9031.2124186,9328.6388644,7339.0172258,5792.3836926,6963.3701567,15534.4315877,10788.2699239,10754.3483812,7013.9126325,14468.690835,8610.5397848,3975.8384458,13161.0276015,18185.9770209,12113.0668345,16740.4940892,14377.6831778,6352.0811564,2526.8243938,13897.9454914,14830.4149495,13029.4490243,2856.0475194,7598.7244967,15069.1071866,8596.5629122,15091.4964421,4377.0143433,14954.079458,12511.6420359,5937.7639073,9148.2734685,6280.7892766,13897.8474146,14998.0907653,12832.6227577,6657.6823288,11407.8731328,14678.2686187,17226.0488089,15189.8518007,16714.5223996,3947.9933045,6105.1693706,0.0,2006.4399056,6708.8742413,10055.3452186,10428.0219435,9076.065781,12586.9511206,16548.8876974,5724.4204979,4425.2017735,11015.2339478,8328.2678659,19072.014225,17375.879871,12633.9274994,5189.531093,7504.2553763,10197.6362032,17126.729339,7246.5465653,1433.0225291,9311.083497,16898.4123741,12291.8812381,16311.8689487,8093.5712608,16023.6874757,5159.6209703,13245.5364916,13977.53791,5737.798353,9546.0468772,13233.2359721,13618.3735376,5569.1645307,10452.1487168,12274.6502306,4430.8203973,12619.4062177,12109.8077191,5658.9821852,10482.2716142,11873.7157043,14289.629209,5802.3369019,11382.6824202,10397.34058,7169.3851521,5728.0962347,3500.1684651,16096.239355,8470.146901,6396.873573,2028.3917827,11692.1524969,14876.2635335,5501.0683239,18362.7082946,5110.4097869,17172.1592334,8530.1315832,15633.292905,10300.9408905,7455.9645258,2905.2802356,9692.9870418,7284.6849073,17810.8456426,2540.4890567,10349.8305117,12153.7009429,10645.6089635,8774.2314116,13228.3949163,11884.9699474,16734.1713626,13503.2966035,13872.4920554,4963.0308932,5080.7385381,6038.6293104,18542.6621931,6419.2393405,3331.7402842,12033.3194753,8622.5513244,11079.5128651,3513.6112069,657.1034319,5379.3924106,12486.9881961,2760.7681336,16587.953689,12867.2264578,7592.0772368,11920.8036549,4269.7736254,6129.7390339,5079.7713513,15071.4719102,10606.4075457,10849.7421734,6233.3803949,4896.8683895,10061.4919971,6382.8103835,9364.3297309,8049.5815564,15533.7183841,13993.8089942,13292.3025999,1391.0330871,6018.8628645,10125.0254333,10000.2580255,6587.9789817,13115.192621,13068.9355953,16259.9147165
16965.6019178,4850.9838599,3637.8136586,16851.7112342,3154.487564,11009.017816,7333.853178,5398.7938339,4088.5766937,8915.3328065,17225.3331062,8906.840187,10988.8714414,6953.0969827,16384.010927,10271.0266889,3199.9614931,15007.6962896,18322.9743146,13979.3841991,16007.7446657,16364.522002,4346.1576676,4061.1025609,15902.0300469,16751.0684963,12674.5447504,3732.2680501,5953.8745127,13904.2410716,10587.2613762,15016.0475997,2876.6576267,13840.7968706,14179.1383372,5811.9484096,11033.0403862,4593.4377166,12185.4288796,13729.1964112,14833.2427235,4665.9092104,13227.6610904,14232.316781,16828.3898216,16263.393846,14778.6502572,4780.673067,8106.1318385,2006.4399056,9.5e-5,4731.2114762,12051.6003879,11325.8581084,10781.209926,14253.0232821,17909.6436952,6585.2853422,2535.7777146,12639.5692379,8042.7127428,17395.6079566,17571.4735066,11882.7335923,3186.5832703,5937.3819358,8720.1627943,15143.789327,9066.6729138,813.0820046,10238.9195414,15459.52693,14149.4410421,15189.8848389,8676.8916113,18023.3470908,6631.161619,15249.3483113,15210.1614621,6361.9589212,7732.50393,13183.5298134,14303.4014669,3936.4735137,11522.0150812,14271.1180019,6116.6270331,11944.7019069,14100.9610547,7332.3529504,9375.9269482,10806.2883249,12365.8428272,3838.7378189,13078.5943753,8432.6609388,5196.8744953,3723.8471299,2217.010904,17731.3741346,9061.1669296,7854.6577399,3156.0670378,13041.7110941,16189.1819428,3509.8002434,16370.19308,4501.5213027,18593.1047631,6907.5760628,17086.2565886,9370.4304106,5451.8355478,2598.9479717,9134.1135125,5756.0262158,17371.8151,4500.8756252,8346.091964,14138.2876725,9640.9921489,7439.0086365,11531.318619,13863.8337216,14911.7994635,15509.7364158,15878.8293209,6420.011149,3244.1021725,4032.1894069,18008.1187694,6515.7874412,1569.8124826,14035.5838884,6903.9626712,9073.0834444,2821.0394989,1467.4118116,6558.1885314,14046.5769729,3086.5173911,17515.2675936,14659.7951793,7039.0063341,11988.964343,2425.9402306,4124.4570342,3881.9934597,14547.8298197,9429.2783971,8854.9483019,4226.9893299,6787.4030495,11636.4513303,7146.1321083,7594.742967,9242.8799981,15073.2965236,12047.9500979,15292.21024,1309.8957191,4064.0151339,11107.8514382,8644.366672,4584.424804,15085.8072006,11197.7793388,17200.7136423
18298.8352343,2522.7504884,1222.0874445,15108.3638558,4598.0850038,15309.6331853,3034.1692043,2275.5573079,1961.3400336,13222.9516582,17399.1810971,4269.4147226,11975.621219,7213.4641666,18773.6434796,14544.6637388,4560.2061819,18853.3362792,14548.2612966,16896.2028763,12926.4621405,18281.2475758,796.4599321,8638.8097836,18854.1776617,18464.8924767,10226.6816118,7132.4508699,4181.0569868,10935.260181,15303.3474956,12216.2550786,4160.727848,10983.2203269,15992.8608417,7953.0786734,14843.6678406,1961.8865075,8475.302391,10621.5921568,18701.0585064,1424.1753458,16192.8739961,11148.8630373,12909.5183756,14810.1664641,10048.4689826,7673.4821636,12681.6666063,6708.8742413,4731.2114762,0.0,16429.9549804,13676.5948292,15098.3383176,17673.9709679,15459.8930655,10079.4592943,2349.7427807,14980.1645364,7336.7509781,12915.1028535,13841.2218726,10391.8708534,1606.0969579,4477.3438434,6429.4703172,10420.1778487,13670.721946,5307.5541594,12983.6519554,10990.0653313,16928.7704398,11892.719588,11159.4990409,17309.3108808,10937.4040533,18943.9652215,14915.0776919,8258.445814,4507.0618033,11123.9870448,14787.6008121,3705.3223873,12599.3285,18285.6668376,10681.2088438,10595.7257531,18800.9009003,11030.5922308,7899.3232839,8962.2644549,8076.8061854,1949.9609097,15532.5229952,3702.3177377,469.2329023,1401.3608709,4706.4229794,16096.0242136,9879.0224033,10971.2376215,7620.6004964,14292.656206,16734.8789816,1233.017095,11654.1846185,5031.2412721,15395.722184,3206.7175314,16860.9176911,8334.1894905,964.1448186,5301.9157176,7402.8963634,2871.9211929,13857.9152951,9231.0229634,3844.1687244,18859.883862,8328.923187,6042.0102786,7071.2176873,18593.6046197,10220.9204794,19193.0410343,19019.825902,10729.3169907,2957.418853,1049.0392788,13529.2609938,7307.6578046,3966.1597974,18639.1349015,4375.8241786,4463.3078182,5701.1655491,6198.1544502,9429.7205199,17168.6845854,6189.2436116,14738.4576103,16772.1504675,7804.8875339,12218.4957244,2553.5662397,1128.6127146,4965.3288663,12466.4050199,7752.7218372,4434.6063411,915.4529744,11049.4673971,15541.3401569,10357.5606011,3298.4309797,12758.1661748,11704.2900505,7319.5146821,18803.9033446,5865.6208194,731.1797995,12115.3108963,6739.344307,581.2826604,18236.6442859,7171.2264101,15743.2439869
4961.6748609,16562.3239523,15626.0445487,6692.7164069,13647.9241368,1120.3284262,19383.1699366,17264.6114674,14648.3388959,3224.396844,6244.7702116,17031.0048641,9771.4237358,10107.5682854,4868.6889345,4700.1439221,11923.8699076,4185.6058414,9038.0118694,2587.56996,10701.1969915,4323.762382,16337.9434014,8734.0613437,3857.6396814,5155.3763267,10015.7663272,9298.3227771,16288.5878204,12593.6788586,2045.8756855,9001.938023,13864.8188029,12520.3050876,3697.9598539,11473.742974,1847.2534504,14870.19004,15126.979939,12923.8111894,2783.4665594,16712.6613993,2403.9682039,9955.2509425,9388.0560136,6620.3470301,12982.5623294,8814.237438,3951.7069423,10055.3452186,12051.6003879,16429.9549804,0.0,7592.8749363,4301.2138046,4720.6701095,6965.0817001,8853.6169695,14137.3278601,3350.6345089,10575.274771,10568.1938673,8578.6441509,12477.8722531,15171.7655486,15945.7519574,15957.7011453,12759.4992821,4439.3372881,11346.8135962,7659.7845365,11495.2947457,2761.1969213,11730.5927776,9094.315995,6027.1056949,7219.63489,3206.7693745,5746.059251,8540.2407032,17880.5102911,9100.6339437,8117.5711157,14964.9010303,5702.0467521,2219.7369567,6976.7854724,12238.5582149,2451.2238088,5429.739557,14345.5613947,13816.9232735,15542.552721,15833.115505,3074.9877325,18067.5789549,16784.1458806,15769.2022261,12999.203627,6336.7033768,7769.0654995,5654.6839274,9769.1690872,4665.9900537,6721.8636835,15406.2588115,11593.5694327,11698.1363388,7359.6359465,15399.706487,6762.1429008,13723.7772435,17360.5662768,11128.4679681,11265.7123037,14700.3588091,9777.7539524,7704.6116668,19560.1293012,2565.0749318,13928.4266248,15370.4525368,14680.2158786,2428.433011,12608.9690148,3499.7615534,3854.9162596,7381.1452781,14949.5257048,16050.4630236,9333.6607035,9780.8533792,13284.7223124,2214.9113059,17068.7298157,18761.5422385,12285.1088996,10657.4444288,7162.6921032,5138.3024878,10241.5504973,7473.3424797,3449.1407293,12651.877001,10103.4047107,13916.6955567,16162.8084472,13766.0659427,10949.3137231,14595.4405893,19167.0955803,16236.4352972,5407.6545278,4837.0451895,8942.2359083,16324.5274995,6971.6010746,9816.6338261,15468.2795558,3241.2141432,11187.9853878,15706.1031037,6061.7172728,15437.9389203,16529.5803687,3090.0876284,16464.3469976,7879.9104241
7433.2762796,11189.0043059,12796.6308111,10856.1452949,9460.4169666,8140.5998512,12441.9333361,11612.5108097,14817.9632145,8905.5244784,6167.4592939,15212.0505858,2199.136684,16606.6806454,6275.111032,3559.1121295,14358.0250279,5202.4559718,7783.1074551,9101.8485545,6968.1394366,7978.9421302,12896.8702149,7943.3140427,7505.4159351,6499.5657825,15898.6705357,12643.92392,9669.9034533,7145.2662772,6369.9955675,13576.6036349,9944.5117551,6975.2472595,10242.5593611,5969.2477104,9269.5278745,15216.1548477,9175.7744592,7433.6480405,7478.5470846,12273.857316,9516.2485995,14489.0712215,11914.7468584,11316.0366532,11981.9961277,13270.3567182,8207.1784716,10428.0219435,11325.8581084,13676.5948292,7592.8749363,0.0,3637.7758895,4003.1353242,10071.2269317,4777.1353055,13228.0787526,10738.7242055,17801.0882432,9121.5880986,11149.8085549,5427.9437867,12709.6475528,9330.3235293,8365.0901323,11412.5925158,5047.4356219,11472.0044505,1118.0503976,12715.9895152,9152.2640185,7402.1735612,2737.5274491,7711.9715937,5466.0804102,7405.5730834,11460.8540113,14497.5790815,10361.566584,15123.0643744,3195.2815583,10038.0881528,13235.9928443,7558.5648226,6442.9892607,5189.3540667,6306.4329419,11093.5443425,6755.2730824,6469.9527314,10571.7729923,11794.1957156,10290.1277575,14322.1951074,13884.8956732,12453.6952251,9818.8268453,9628.4850315,15207.5256584,12045.9816507,8457.3900499,11828.3499797,4898.061112,13058.2118083,10626.67112,15537.5449656,9706.7895999,16751.6294124,5815.390881,6131.2084216,13243.1748592,13333.1068653,18854.5732544,16457.501929,7479.1271908,8684.0601639,12717.1378605,6180.1252065,6345.1199037,8037.7821891,15333.199954,6031.4816814,12385.7614451,7203.9534763,7330.252619,5626.9481854,10942.5332317,12721.9316241,10614.8301834,15946.4655892,10830.8370188,6624.1850011,9880.7504356,12970.5884182,8835.4250492,10405.8123956,12938.6967997,3514.589955,13045.025111,10790.9836068,9518.6848575,5875.372354,2894.86766,13286.062387,12593.8528593,8904.3894081,5705.0384941,7011.7969946,12305.2305172,12798.4416996,9907.4990953,2775.1468981,4183.0865694,16121.4633384,2505.0054482,13669.5752407,13462.8270077,7556.70729,10098.0758702,13679.1955249,13634.7951404,7853.719183,13095.9856004,8079.3557844,10322.9168042,5958.5578222
6622.9236224,13256.8238098,13883.462704,9802.051009,10571.7561842,4603.9448182,15509.0100639,13907.0523348,14846.0116289,5299.8991966,6487.4359856,18736.5658867,5801.5146348,13224.2317357,5685.3302628,554.3866094,12740.529278,4265.6531155,9233.0512503,6475.7634531,9532.8054582,6647.2455998,14380.7934149,6720.9210091,6033.7561023,6043.7359791,14187.7082919,10193.6402564,12245.091969,10427.9635463,2750.6738995,12627.7417303,10976.570224,10276.1746931,7703.0557723,7528.8652886,5754.928123,15344.5102314,12720.8041754,10753.0858679,5418.091981,14103.3449509,6593.8590236,13691.6816552,12043.5071627,10002.0710838,14176.2022304,10409.0396411,4769.9704874,9076.065781,10781.209926,15098.3383176,4301.2138046,3637.7758895,0.0,3512.2630147,9514.8246116,5102.5195195,13300.2845148,7648.0397389,14208.2814203,10945.931789,11110.5277857,9049.2777437,13548.7719921,11881.8195755,11766.7276522,13650.4398956,1931.5643627,10476.8101287,3415.0673319,13821.9059011,6596.478422,10291.4417597,4803.6630542,7450.3217655,4209.6578211,5589.3509431,9529.8077695,11164.9618026,13580.3775096,13245.3894775,5679.8247251,11670.9521038,9962.1691239,5192.4570399,4676.7809181,8807.3160247,4129.5506093,7619.7390563,10225.6105296,10098.447433,14019.7928336,13270.8293203,7328.5241031,17703.7978116,15527.3490637,13709.5296846,10392.0847754,8879.4171435,11581.0143648,8472.192083,7654.9116505,8938.3579252,5880.8639858,13951.2503937,12503.4513353,13390.1912434,9525.7603225,17594.1517571,6562.6225633,9573.9772485,15276.5370497,11599.8420466,15308.9425282,16320.4825076,9423.6073079,6645.8479721,16110.763479,4067.7984817,9847.7144907,11071.6417387,17756.7946414,3796.7147467,14262.2007729,5592.1200204,5897.0947195,4421.6689448,12208.9919568,14075.3900244,11239.3705919,12649.4779108,11177.8026886,4319.4055959,12827.094643,16528.9614927,9400.8076596,9394.7747517,9555.9747959,3439.083727,10933.8488238,10236.7546389,7178.9431995,8404.5184223,6501.6388816,13206.4858785,14041.4675785,10343.9091874,8774.2712113,10500.9407535,15816.2075722,14243.2501709,6629.8473662,1170.3917122,4960.3445976,18353.4403997,2719.6202772,13236.2860804,16563.0640847,5728.5642725,9499.9954062,14632.5994689,10278.1852851,11218.3155487,14656.8246296,6045.5414962,13939.3572787,7347.8036485
3571.3101031,15161.1270729,16753.3092176,7035.8637398,13310.764795,5703.6612817,15636.840194,15502.0026574,18341.5271839,7445.623639,2985.0672519,16498.5939786,5745.8222996,14769.6766011,2444.1790935,3996.3107215,16052.3836165,1200.4912804,5757.6473774,5319.9469759,6500.7991975,3996.4871848,16899.8237502,10210.410517,3503.1710583,2752.7004534,12061.6833912,13331.5637698,13552.1971012,8031.5298502,4763.1165232,9910.684061,13783.5680641,7929.5458599,6351.9354089,9844.1536715,6561.6248608,18846.0950494,10600.1352531,8373.8373503,3566.3367966,16256.9797551,5900.5783731,10946.6411158,8776.2008209,7424.6079273,10703.6402556,13209.0672601,7501.9019235,12586.9511206,14253.0232821,17673.9709679,4720.6701095,4003.1353242,3512.2630147,0.0,6440.8301679,8000.6462685,16709.4949296,7160.7965868,14930.1370423,7492.0267401,7867.7811055,7814.8132649,16587.5422514,13236.1944767,11635.70829,10203.5053666,5366.8898757,13988.2669572,4762.4894446,10360.629367,5329.5087556,7439.2246212,6592.0067049,4145.6627777,7623.1466637,3431.8337986,7461.0143599,13244.5808699,13687.4100081,11199.8279994,3398.6184688,14026.3261134,9644.5264205,3774.7696252,8183.3446526,7584.218066,2600.4806194,9902.9505941,10058.273464,9211.9491658,11475.252212,15789.5230248,6637.8178729,16404.5999747,17826.5900635,16433.4457088,13451.8480356,5886.6921691,12225.8976803,10332.0473858,11099.2947648,8024.2676839,2484.0588179,16971.4548578,9019.207931,16281.8089838,6276.3001585,18908.7326591,3062.8039274,9547.8050104,17104.7530996,14963.7397065,14994.8469642,19411.1866519,6072.6502926,10124.9622621,15333.3235378,2459.3770742,9620.2926918,11757.7568918,14248.5307189,2433.6932874,10752.7606033,3207.0048991,3328.2925421,7834.7766609,14884.2459431,16719.1803662,7800.8635911,14495.2169008,14382.4625089,2939.2650664,13534.1269996,15079.7832182,12423.7606315,12899.6933768,11784.8344405,516.0619074,14191.1319305,7191.343188,5590.4378109,9869.7624219,5658.9150202,16654.8712104,16595.6077811,12834.6328555,6322.6225621,10248.2622726,14734.7245121,16801.2268232,9386.6143312,2624.3166341,7605.813062,18077.4730491,5243.9146575,10270.4382688,13285.6813485,3579.7428251,12951.1897362,17639.047183,10111.2515729,11235.6341066,17092.7099065,4126.247907,11985.2065766,3946.3643182
2920.9693915,16534.842212,16675.4195261,1064.0957443,18996.9497093,7838.8940444,13706.6580694,15844.2133245,15130.9573641,9767.602126,3915.9793938,11265.3470564,10869.1633448,11105.7371717,3998.3027065,10067.8257058,14950.8341973,5370.6523126,3838.8206853,4588.2907054,6142.3584803,2929.1427386,16142.3730708,15686.3724359,3541.7064676,3692.8770248,5830.1238153,14217.6629629,15923.0092255,8196.8428731,8803.7707376,3521.0877395,19143.6085284,8274.1476028,4045.7196834,15981.1448083,7511.1644096,14673.8891751,9627.3804643,8341.7489668,4414.8177893,16208.887897,5219.9418694,4519.2135749,2578.6283411,1657.6400274,6026.5559929,13145.3932664,10805.2363006,16548.8876974,17909.6436952,15459.8930655,6965.0817001,10071.2269317,9514.8246116,6440.8301679,0.0,14435.0155394,16771.6631562,5533.6723796,10158.6694484,4387.2721553,1669.1052811,10281.4117858,16983.7809655,16019.7182394,13292.3207066,5863.1345969,10843.2589279,17165.2430581,11052.2402978,4622.8970001,4402.3969484,6904.7778845,12808.7540901,2365.5702019,13657.414326,4100.8177179,2713.3611806,11548.6651184,13920.0467505,5134.3814242,7459.2081347,17935.7046073,6396.2329076,4875.8262556,13775.4555118,10216.4353902,5535.2227394,10892.347492,12770.7403866,11339.8317034,9130.4591827,17135.966365,5175.4074258,12024.0165389,15020.6741654,16832.2847515,19889.639785,659.6133188,8865.3036793,10216.4242786,16729.512189,4940.6049079,5253.7660061,16579.2557738,4814.6758269,13679.9446256,694.7078672,12510.9856457,4357.5028077,12793.5580751,15112.0082426,15348.4256202,9293.6910365,13390.9495254,4779.8935312,14608.5372066,12631.8932018,5556.8950586,12517.980689,14655.5860649,8422.041168,5846.5703416,5648.4304395,3996.0586332,3655.3616837,13861.7950164,18145.1256477,16462.5895486,2411.2907325,11479.3104057,19161.498733,5460.2572717,14886.3962233,11831.5662664,18864.508003,17202.6876824,11414.1729469,6807.1645942,14823.4828477,750.5293798,3767.4265795,15045.4575183,9988.2561664,16715.1538018,16468.7680814,18281.4968604,7614.505964,12702.516774,12252.5557107,16281.8223906,11706.2263689,8965.8077198,14039.2433709,12179.4441269,11682.5926042,3833.5591212,8561.514977,3993.1189413,17925.8740858,15884.0462365,6803.8530748,13432.8922293,15863.3359992,3927.8642776,10392.0640515,4679.9296404
11524.4494611,8181.8315901,8906.0966632,14881.0064611,5490.329042,8570.5011016,10740.5574913,8861.0536423,10439.2910482,7739.8005649,10752.3740839,13899.7985083,5168.8327382,12614.2420098,10438.4415809,4557.5398742,9586.7561411,9069.5084757,12531.6612228,11365.2285037,11284.738653,11705.0095123,9321.4003709,3397.6052141,11101.37666,10753.3269947,18236.3057778,8291.6106185,7436.8688617,10510.6448981,6822.2902515,17728.4956116,5918.7976899,10338.5953754,12542.8008064,2627.064991,9545.5690942,10921.3730568,11255.0790057,10656.7677134,10517.7253206,9001.3044936,11250.3329134,18779.8271246,16656.5079882,15104.5833644,15735.1934059,9201.6221048,6516.3755864,5724.4204979,6585.2853422,10079.4592943,8853.6169695,4777.1353055,5102.5195195,8000.6462685,14435.0155394,9.5e-5,8763.9525523,11963.6841668,13985.6573439,13676.5427083,15814.6692799,7969.2253543,8642.5244516,7092.138607,8165.2641787,15281.0325614,4418.6877457,6694.986043,3668.7867687,17227.3252257,11515.2397012,11335.5804892,2416.6894499,12133.8548191,1974.2252069,10688.8545279,14535.1599874,10893.5805492,9264.2489075,17663.2838314,7921.799265,6571.2610989,13480.4261024,10256.0888426,2872.6265543,7834.7876546,9232.0524076,8664.1001133,7205.678562,8035.8909766,12641.7587368,8186.5272873,11851.9715629,12917.6889727,10475.640804,8678.2912816,5459.6436165,13850.390813,13171.4215204,9814.7147912,3709.1696399,13307.5585283,9604.5417249,9044.2931435,14975.8749643,10806.3598365,14255.3629768,13128.1545619,10508.8714447,6645.1538796,10174.2944558,8603.6011978,15410.2346704,12188.6520595,12105.2010753,4602.8453846,11651.347624,9168.4527867,7051.9643536,6898.8777334,16537.9095342,8899.1417326,16347.543376,10671.2960331,10953.7635455,1936.5885762,7135.0933921,9033.5372355,15391.5854587,11962.1990889,6384.4088564,9415.2561438,8271.3254551,12377.3407672,4432.6230369,5638.6068716,9793.2488078,7661.3310438,8454.7439727,15184.600937,12159.5284705,4163.8587902,6381.0906019,8760.4772511,8979.2042927,5243.7011836,9702.5389793,7475.3321225,11681.276694,9187.3622233,7242.468032,5483.4551689,682.3207246,13370.6499395,2757.4439592,18268.5123698,15202.238597,10829.6197178,5328.0803427,9739.8189972,13511.1941043,7641.646765,9591.3384402,11139.8417248,11625.8280715,10735.6822542
18838.9220295,3581.2513368,1594.3087893,15952.7967866,3837.8762248,13024.9169277,5286.3319025,3820.9176948,1675.5953674,10913.1663895,19276.4815896,6382.6781258,12215.6737369,6235.313463,18892.8384293,12779.0122296,2682.1270899,17543.4144663,16890.7228432,15352.698854,15066.4712668,17916.9388781,2247.4402535,6590.0350825,17806.4522546,19248.5362592,10947.2509014,4913.5832527,5201.2014935,12940.0965569,12979.3620575,13252.6448916,3359.5719009,12951.8208311,14968.6266156,7280.3249246,12725.700896,2164.8974167,10642.581625,12659.7232778,16806.7989728,2856.6013441,14548.5776915,12276.9650944,14583.8264777,15437.1460124,12293.3883489,5621.2536863,10331.924555,4425.2017735,2535.7777146,2349.7427807,14137.3278601,13228.0787526,13300.2845148,16709.4949296,16771.6631562,8763.9525523,0.0,13557.4504558,6884.3380911,15260.9385373,15481.4342313,11769.0597972,1216.0748248,5361.0619159,7928.5481805,12706.5742574,11601.2409914,2998.5701203,12247.3292653,12951.8915293,15470.7001748,14041.30281,10491.1782705,19133.8020827,9113.0710801,17235.4372775,14921.9470768,6610.2977533,6333.3680462,11683.7331872,15582.4543506,3694.0641092,11622.7391837,16242.901029,8649.5192765,11921.7860856,16451.4745702,8854.3692926,9106.3256376,10409.6292807,10393.2943183,2430.6136619,14099.8419034,5982.1027081,2787.2676051,1897.4720744,3412.7773782,17199.2962026,8835.1909406,8990.394635,5646.8059364,13374.3691449,17909.434512,1297.6838594,13943.1637471,3644.559249,17054.3948265,4454.4966715,18648.0653776,9356.8002513,3226.2794198,3109.0208618,7541.7838662,3424.8305392,16144.1368107,6965.4882249,6174.7909643,16517.4296233,9485.8691493,7065.0196344,9004.4199942,16267.062624,12384.3149123,17579.872027,17879.6666211,8900.5878567,2673.913274,2026.51456,15532.9991134,6075.0018896,2412.4668513,16307.5913831,5835.7988373,6812.6726588,4415.4775979,3978.6027405,7473.8246739,16420.0463057,3984.5599756,16039.6694831,15695.5986718,7855.7693232,12888.9421211,236.5296987,2186.1395231,4490.3426594,14239.6542472,9045.8970951,6750.1511086,2177.1813945,8730.6755464,14088.9650544,9221.5584068,5065.6262859,11513.7144039,13019.6777787,9568.6243691,17207.0467931,3800.4407798,1626.0605889,11137.0003831,8073.428497,2400.4984685,16769.404589,9410.0582532,17729.6577872
